Property_ID,Listing_Date,City,Locality,Property_Type,BHK,Built_Up_Area_sqft,Carpet_Area_sqft,Age_Years,Floor,Total_Floors,Bathrooms,Parking_Spaces,Furnishing_Status,Facing,Gated_Community,Distance_to_Metro_km,Distance_to_CBD_km,Nearby_Schools,Crime_Index,Amenities_Score,Monthly_Maintenance_INR,Seller_Type,Loan_Available,Annual_Property_Tax_INR,Price_Lakhs
PROP-10677,2025-05-05,Delhi NCR,Faridabad,Independent House,2,1162.7,857.6,14,Ground,2,2,0,Unfurnished,North-East,Yes,10.08,24.47,12,18.8,9.4,5150,Owner,Yes,24500,85.85
PROP-10678,2026-06-19,Hyderabad,Kukatpally,Apartment,3,1369.5,1079.4,,11,16,3,2,,East,No,9.69,20.25,3,23.3,,6060,Broker,Yes,44900,117.62
PROP-10679,2026-06-02,Hyderabad,Madhapur,Apartment,3,1344.3,1115.4,0,4,15,3,1,Unfurnished,East,No,3.38,14.08,0,25.2,5.0,5100,Owner,Yes,55200,120.15
PROP-10680,2025-08-10,Hyderabad,Gachibowli,Apartment,2,939.3,655.6,0,5,15,1,3,Semi-Furnished,South-East,Yes,0.2,12.06,4,30.0,7.6,2940,Broker,Yes,21600,91.6
PROP-10681,2025-02-20,Delhi NCR,Noida,Independent House,4,1638.7,1336.9,8,1,2,5,1,,South-East,Yes,6.96,23.93,5,29.1,8.3,7990,Owner,No,42300,166.92
PROP-10682,2025-02-28,Chennai,Anna Nagar,Independent House,2,1452.6,,11,2nd,4,2,0,Semi-Furnished,South,No,5.54,24.95,10,33.5,4.7,7420,Builder,Yes,30900,95.56
PROP-10683,2026-08-07,Bengaluru,Marathahalli,Apartment,4,1827.6,1263.6,10,2,31,4,1,Semi-Furnished,South-East,Yes,2.44,18.95,11,41.3,8.0,8560,Owner,Yes,52900,182.93
PROP-10684,2026-03-17,Pune,Kharadi,Apartment,3,14533.9,1378.7,10,Ground,9,3,1,Furnished,South-East,Yes,3.71,6.21,1,25.8,9.1,4520,Builder,Yes,39300,154.17
PROP-10685,2026-05-02,Pune,Baner,Apartment,3,1250.4,968.1,15,6,11,3,2,Unfurnished,North-East,No,6.2,20.4,6,40.3,5.3,111920,Owner,No,35500,84.01
PROP-10686,2026-01-23,Pune,Kharadi,Independent House,3,1648.5,1388.1,7,1st,1,3,0,Semi-Furnished,South-East,No,2.11,10.61,1,34.3,6.4,6680,Owner,Yes,40000,136.54
PROP-10687,2025-02-04,Bengaluru,Marathahalli,Villa,3,1639.2,1156.1,,3rd,4,4,2,Semi-Furnished,West,Yes,1.38,15.97,4,47.2,6.6,7960,Owner,Yes,66900,182.92
PROP-10688,2026-06-26,Hyderabad,Madhapur,Villa,3,1602.7,1100.7,8,1,2,2,2,Semi-Furnished,East,Yes,,11.84,3,31.3,9.0,5820,Builder,Yes,33100,167.99
PROP-10689,2025-11-09,Bengaluru,Electronic City,Apartment,2,1194.6,874.7,12,19,22,2,1,Unfurnished,South-East,Yes,3.91,19.48,4,68.9,3.8,3610,Builder,Yes,51900,63.38
PROP-10690,2026-06-30,Pune,Hadapsar,Apartment,3,1940.6,1619.2,8,13,18,3,0,Semi-Furnished,South-East,Yes,8.37,15.87,9,52.0,6.2,7990,Owner,No,74500,134.51
PROP-10691,2025-05-09,Delhi NCR,Ghaziabad,Independent House,2,1050.5,715.8,13,1st,4,2,0,Semi-Furnished,North,Yes,2.76,26.47,5,49.9,9.8,4980,Owner,Yes,37700,105.25
PROP-10692,2025-03-22,Pune,Wakad,Apartment,1,656.3,531.8,36,2,7,1,2,Semi-Furnished,West,No,5.89,4.24,3,38.1,4.8,2870,Owner,Yes,24500,28.44
PROP-10693,2025-07-07,Pune,Hinjewadi,Apartment,2,1006.2,743.5,15,Ground,6,2,2,Semi-Furnished,North,No,4.19,17.77,6,55.1,8.2,2490,Broker,Yes,26800,74.65
PROP-10694,2026-05-14,Bengaluru,Marathahalli,Villa,3,1678.6,1365.5,4,Ground,1,4,2,Furnished,South-East,Yes,0.5,12.49,4,33.5,5.3,3650,Broker,Yes,66400,208.43
PROP-10695,2025-01-10,Bengaluru,Marathahalli,Apartment,5,2666.8,1841.5,24,1st,24,6,1,Unfurnished,West,Yes,1.96,15.52,12,50.3,6.6,7210,Owner,Yes,116500,212.39
PROP-10696,2025-08-04,Delhi NCR,Noida,Apartment,1,738.6,505.2,12,6,8,1,1,Furnished,West,No,8.0,18.51,9,56.2,3.6,2120,Broker,Yes,27600,60.37
PROP-10697,2025-05-16,Delhi NCR,Noida,Independent House,3,1347.6,1034.6,7,1,2,3,0,Semi-Furnished,West,Yes,9.09,11.89,11,52.4,2.9,2770,Owner,Yes,33100,113.65
PROP-10698,2025-06-01,Chennai,Anna Nagar,Independent House,2,1005.4,843.5,0,3rd,4,2,1,Semi-Furnished,North-East,No,6.13,15.74,6,53.4,4.1,3900,Broker,Yes,33100,97.7
PROP-10699,2025-03-30,Delhi NCR,Gurugram,Apartment,2,1507.1,1237.0,14,24,26,3,1,Unfurnished,North-East,No,6.29,17.72,3,,4.1,7070,Builder,Yes,35600,108.66
PROP-10700,2025-04-23,Pune,Kharadi,Villa,5,3406.9,2655.7,27,Ground,4,5,1,Unfurnished,South-East,No,0.2,8.18,9,33.4,,15090,Builder,Yes,123000,253.31
PROP-10701,2025-07-20,Hyderabad,Kondapur,Independent House,4,2197.1,1714.5,3,1,1,4,1,Semi-Furnished,West,Yes,3.78,8.51,10,12.2,10,11380,Broker,Yes,68000,196.38
PROP-10702,2026-02-11,Delhi NCR,Gurugram,Apartment,4,2525.3,1944.1,39,Ground,2,3,2,Semi-Furnished,West,No,0.44,12.42,12,,6.6,11080,Owner,Yes,112300,148.62
PROP-10703,2026-08-30,Pune,Kharadi,Independent House,3,1467.5,,14,2,4,3,2,Semi-Furnished,North,Yes,7.11,9.23,1,55.7,9.3,3080,Owner,Yes,29400,142.88
PROP-10704,2025-01-28,Delhi NCR,Faridabad,Apartment,2,1236.0,,10,7,28,2,2,Furnished,South-East,Yes,0.2,18.69,10,19.3,7.3,4340,Builder,Yes,45600,115.8
PROP-10705,2025-06-07,Pune,Hinjewadi,Apartment,3,1608.5,,43,14,35,3,0,Semi-Furnished,South,No,9.94,20.85,12,65.6,7.2,6100,Broker,Yes,39900,32.44
PROP-10706,2026-02-02,Delhi NCR,Dwarka,Independent House,2,986.9,774.6,3,2,4,2,2,Semi-Furnished,North,No,,20.55,7,75.0,3.4,2820,Builder,Yes,39400,97.52
PROP-10707,2026-05-13, Bengaluru,Marathahalli,Villa,4,2510.9,1765.8,,Ground,2,5,1,Furnished,South,Yes,5.01,14.72,11,54.0,7.8,10400,Owner,Yes,61400,265.29
PROP-10708,2025-01-06,Delhi NCR,Gurugram,Apartment,4,1944.4,1478.4,13,18,18,5,0,Unfurnished,South-East,Yes,1.8,13.37,3,38.8,8.7,4030,Owner,Yes,39300,150.94
PROP-10709,2025-03-05,Hyderabad,Kondapur,Apartment,2,745.1,507.2,19,5,21,2,1,Semi-Furnished,South,Yes,7.89,13.58,11,50.8,9.0,3600,Builder,Yes,27100,41.73
PROP-10710,2026-07-20,Hyderabad,Kukatpally,Villa,5,3498.8,2919.4,13,1st,4,5,1,Semi-Furnished,North-East,Yes,8.57,20.95,8,56.8,10,16400,Builder,Yes,83800,277.63
PROP-10711,2025-01-21,Chennai,OMR,Studio,1,713.7,587.0,20,2,2,1,2,Furnished,South-East,No,3.56,17.15,11,16.5,3.4,2750,Builder,No,24400,51.57
PROP-10712,2026-08-17,Hyderabad,Gachibowli,Apartment,3,1351.7,1009.3,8,33,35,2,2,Furnished,South,No,4.62,7.81,7,29.6,6.7,7050,Owner,Yes,43600,119.24
PROP-10713,2025-06-16,Pune,Hadapsar,Villa,3,1095.7,,9,2,2,3,2,Furnished,North-East,Yes,7.98,25.92,9,46.2,6.2,3910,Builder,Yes,31800,112.56
PROP-10714,2026-07-27,Bengaluru,Whitefield,Villa,4,2511.7,2108.8,0,1,4,4,1,Furnished,East,Yes,2.64,4.51,7,50.5,7.4,11900,Owner,Yes,88800,263.55
PROP-10715,2025-01-11,Pune,Hadapsar,Apartment,2,1168.7,922.7,7,3,20,2,1,Semi-Furnished,South-East,Yes,1.3,18.99,12,5,5.8,3540,Owner,Yes,26800,107.99
PROP-10716,2025-02-12,Chennai,OMR,Apartment,2,1284.0,1066.2,14,1,30,2,1,Furnished,North,N,4.63,17.23,4,59.9,5.1,3560,Owner,Yes,38600,84.93
PROP-10717,2026-09-03,Bengaluru,Yelahanka,Apartment,3,1532.1,,3,13,23,3,0,Furnished,West,No,5.68,12.39,3,56.1,6.2,5160,Owner,Yes,71100,145.26
PROP-10718,2026-03-14,Delhi NCR,Faridabad,Apartment,3,2137.7,1748.9,12,13,19,3,1,Semi-Furnished,West,No,8.11,22.18,8,29.8,3.7,9080,Builder,Yes,86200,147.78
PROP-10719,2026-05-05,Pune,Hinjewadi,Apartment,4,1858.8,1308.0,29,3,3,4,3,Semi-Furnished,West,No,2.84,17.71,0,21.7,8.1,4540,Builder,Yes,55300,141.3
PROP-10720,2026-05-16,Hyderabad,Kondapur,Apartment,1,567.6,410.1,20,1,2,1,2,Unfurnished,East,Yes,2.82,9.18,9,61.2,6.1,2820,Broker,Yes,14500,42.63
PROP-10721,2025-10-05,Delhi NCR,Dwarka,Apartment,2,1286.0,1074.0,16,Ground,1,2,1,Unfurnished,North,No,9.57,18.11,7,44.3,9.2,3220,Broker,Yes,40600,83.17
PROP-10722,2025-09-22,Bengaluru,HSR Layout,Villa,3,1490.7,1100.8,14,1,3,3,0,Unfurnished,North-East,Yes,9.25,11.52,1,46.9,10,5740,Owner,Yes,57000,155.35
PROP-10723,2025-07-19, Bengaluru,Marathahalli,Apartment,2,1121.3,822.5,22,3,19,2,0,Semi-Furnished,South-East,No,2.81,11.48,4,54.5,,2390,Builder,Yes,24800,75.54
PROP-10724,2025-12-01,Chennai,Velachery,Apartment,3,1663.9,1406.5,40,11,33,4,0,Semi-Furnished,West,Yes,4.37,15.4,8,54.4,5.6,3690,Builder,Yes,40500,73.59
PROP-10725,2026-02-10,Hyderabad,Madhapur,Villa,4,2362.8,1649.9,0,1,1,4,1,Unfurnished,West,Yes,4.47,5.96,6,61.6,6.1,8010,Broker,No,55300,205.55
PROP-10726,2025-10-22,Bengaluru,Marathahalli,Apartment,4,2013.5,1388.3,26,Ground,8,5,1,Unfurnished,South,Yes,2.51,8.49,10,39.7,6.9,8990,Owner,Yes,72500,152.93
PROP-10727,2025-07-03,Bengaluru,HSR Layout,Villa,4,1652.7,1403.2,8,4,4,4,1,Semi-Furnished,East,No,7.07,9.51,11,,4.3,4040,Owner,Yes,62800,166.39
PROP-10728,2025-07-31,Chennai,Tambaram,Apartment,3,1683.6,1336.1,13,10,13,4,2,Semi-Furnished,North,Yes,5.61,23.94,8,30.1,5.6,8820,Broker,Yes,59900,151.8
PROP-10729,2026-08-10,Chennai,Velachery,Apartment,2,972.2,788.1,9,8,14,3,1,Semi-Furnished,North-East,Yes,6.96,16.09,7,45.3,6.5,5160,Builder,Yes,35200,79.45
PROP-10730,2026-08-13,Bengaluru,Whitefield,Apartment,2,1127.3,941.4,18,2,24,2,2,Semi-Furnished,North,No,2.8,2.15,12,47.9,6.6,2750,Owner,Yes,27800,89.35
PROP-10731,2025-08-06,Pune,Hinjewadi,Apartment,4,2564.1,1962.5,16,11,21,3,1,Semi-Furnished,North-East,Yes,0.2,10.96,12,57.2,8.6,6230,Builder,Yes,50100,168.52
PROP-10732,2026-04-07,Bengaluru,Yelahanka,Apartment,2,1119.2,842.0,12,25,33,3,1,Semi-Furnished,North-East,Yes,4.12,19.8,5,42.6,10,5530,Owner,Yes,54100,105.39
PROP-10733,2026-01-23,Hyderabad,Madhapur,Independent House,4,2230.4,1591.3,18,Ground,1,4,1,Semi-Furnished,South-East,Yes,1.43,2.22,3,32.0,7.4,4680,Builder,Yes,93500,182.4
PROP-10734,2026-05-18,Hyderabad,Gachibowli,Apartment,2,1169.3,809.6,28,30,30,2,1,Unfurnished,North-East,No,1.53,9.59,4,31.9,7.6,2850,Builder,Yes,21100,73.77
PROP-10735,2025-01-04,Hyderabad,Kondapur,Apartment,2,1297.8,1086.3,21,8,17,2,0,Semi-Furnished,South,Yes,6.87,1.0,9,17.7,9.1,4500,Owner,Yes,50200,95.03
PROP-10736,2025-10-05,Delhi NCR,Ghaziabad,Apartment,3,1856.5,1553.5,9,10,16,4,2,Semi-Furnished,West,Yes,1.73,13.04,10,,10,9950,Broker,Yes,75200,168.59
PROP-10737,2025-04-26,Chennai,OMR,Apartment,4,1636.6,1378.3,2,8,14,4,1,Semi-Furnished,North-East,Yes,5.14,20.59,12,,7.3,4710,Builder,Yes,28700,127.26
PROP-10738,2026-08-29,Pune,Baner,Independent House,2,1234.1,867.5,13,1st,1,2,2,Unfurnished,North,Yes,6.72,12.44,7,27.2,8.3,3680,Builder,Yes,33900,108.53
PROP-10739,2026-02-21,Hyderabad,Manikonda,Apartment,2,1190.1,927.2,44,19,31,1,3,Furnished,South,No,1.25,11.36,9,39.5,3.2,3010,Owner,Yes,48100,51.72
PROP-10740,2025-06-05,Bengaluru,HSR Layout,Villa,3,1651.0,1126.9,,1st,2,4,2,Unfurnished,South,Yes,0.39,10.34,6,40.8,7.7,4160,Owner,Yes,43000,193.94
PROP-10741,2026-04-18,Hyderabad,Madhapur,Villa,3,1776.0,1251.0,4,1,2,4,0,Unfurnished,West,Yes,6.25,14.09,3,68.1,10,7050,Builder,Yes,41200,159.31
PROP-10742,2025-03-12,Bengaluru,Electronic City,Apartment,2,999.8,826.2,0,5,5,2,1,Unfurnished,North,No,2.6,13.15,11,74.3,6.2,4770,Broker,Yes,26000,74.24
PROP-10743,2026-04-02,Hyderabad,Madhapur,Apartment,2,1155.1,832.4,9,2,9,1,1,Unfurnished,East,Yes,7.02,10.57,1,58.3,9.7,6100,Broker,Yes,29200,80.12
PROP-10744,2026-08-12,Pune,Kharadi,Apartment,2,1069.0,847.3,7,2,27,3,2,Semi-Furnished,North,No,6.96,11.04,5,30.6,6.6,4160,Builder,Yes,20200,82.71
PROP-10745,2025-11-16,Bengaluru,Yelahanka,Apartment,4,2400.5,2013.0,16,19,19,5,2,Unfurnished,North-East,Yes,11.51,1.0,10,32.2,7.9,7990,Builder,Yes,86700,219.18
PROP-10746,2025-11-30,Bengaluru,Yelahanka,Studio,1,678.8,580.9,11,Ground,2,1,1,Unfurnished,North-East,No,5.34,14.94,12,5,10.0,2290,Broker,Yes,30400,52.22
PROP-10747,2025-01-02,Hyderabad,Madhapur,Apartment,2,1100.2,779.3,8,26,34,2,1,Unfurnished,South-East,No,10.49,34.88,3,41.2,3.4,5820,,Yes,43600,62.95
PROP-10748,2025-06-05,Hyderabad,Manikonda,Apartment,2,1038.1,760.4,7,Ground,8,1,1,Semi-Furnished,North-East,No,1.53,16.05,12,47.6,8.3,5190,Builder,Yes,37200,95.83
PROP-10749,2025-02-21,Hyderabad,Kukatpally,Apartment,3,1754.9,1491.8,0,23,30,4,0,Unfurnished,South-East,Yes,0.2,9.88,1,72.1,5.8,6870,Owner,Yes,41900,120.6
PROP-10750,2025-09-24,Pune,Wakad,Villa,3,1244.4,872.8,21,Ground,1,4,2,,South-East,Yes,8.38,6.94,5,22.5,3.8,6680,Builder,No,25800,106.87
PROP-10751,2025-04-04,Pune,Hinjewadi,Apartment,2,1063.3,728.8,17,9,17,3,2,Unfurnished,West,Yes,5.45,15.37,0,30.0,6.7,4520,Builder,Yes,35700,77.92
PROP-10752,2025-01-18,Hyderabad,Kukatpally,Apartment,3,1674.1,1430.2,19,22,34,4,2,Semi-Furnished,South-East,Yes,10.4,16.8,5,50.7,6.3,5170,Broker,Yes,70100,110.95
PROP-10753,2026-07-30,hyderabad,Manikonda,Apartment,3,1886.4,1395.5,6,2,27,3,1,Unfurnished,South-East,No,0.2,22.21,0,32.4,6.0,4140,Owner,Yes,37800,144.97
PROP-10754,2025-02-17,Hyderabad,Kondapur,Apartment,4,2332.1,1824.2,27,Ground,9,4,3,Semi-Furnished,North,Yes,4.51,2.95,3,53.5,10,10630,Broker,Yes,63400,163.87
PROP-10755,2025-03-27,Bengaluru,Electronic City,Independent House,5,2668.7,2119.3,12,Ground,1,6,0,Unfurnished,East,Yes,4.61,3.69,3,55.4,6.8,13230,Builder,Yes,129300,233.82
PROP-10756,2025-10-04,Delhi NCR,Gurugram,Villa,3,1641.1,1251.5,17,3,4,3,2,Furnished,West,No,3.83,16.97,1,31.9,,5820,Broker,Yes,52600,162.64
PROP-10757,2026-03-20,Bengaluru,Marathahalli,Independent House,3,1198.8,893.2,28,3,3,3,1,Unfurnished,East,No,3.8,19.11,6,61.4,3.4,4700,Broker,Yes,36900,75.15
PROP-10758,2025-10-22,Hyderabad,Madhapur,Apartment,2,857.4,732.7,6,6,6,1,0,Semi-Furnished,West,No,2.56,10.76,2,40.1,5.6,3720,Builder,Yes,29400,73.67
PROP-10759,2025-05-02,Delhi NCR,Noida,Villa,4,2078.8,1614.5,23,2,4,3,1,Unfurnished,North,No,,17.27,5,33.3,8.4,6190,Broker,Yes,90100,196.04
PROP-10760,2025-11-01,Delhi NCR,Faridabad,Apartment,4,2371.3,1824.5,19,1,25,4,1,Furnished,South,Yes,7.95,1.09,9,51.9,3.2,5410,Broker,Yes,48600,159.54
PROP-10761,2026-04-23,Bengaluru,Whitefield,Apartment,3,1422.7,1178.1,9,1,27,2,2,Semi-Furnished,South,No,9.45,9.58,9,90.4,4.8,6440,Builder,Yes,41700,106.95
PROP-10762,2026-07-20,Hyderabad,Gachibowli,Apartment,5,3452.8,2559.7,6,10,31,6,1,Furnished,West,Yes,6.49,17.31,7,42.2,6.6,9650,Builder,Yes,97500,236.38
PROP-10763,2026-07-17,Hyderabad,Manikonda,Apartment,4,2382.8,1875.8,13,8,25,4,1,Unfurnished,South,Yes,5.29,11.79,6,35.0,6.9,12300,Builder,Yes,43700,157.68
PROP-10764,2026-03-30,Bengaluru,Whitefield,Apartment,2,1354.5,1132.7,14,5,26,2,3,Unfurnished,North-East,Yes,10.1,23.0,12,41.1,5.8,4870,Owner,Yes,43700,103.77
PROP-10765,2025-06-10,Bengaluru,Marathahalli,Apartment,2,575.6,487.9,0,1st,10,1,2,Furnished,South,Yes,12.36,13.94,3,43.6,7.8,3050,Broker,Yes,16400,83.36
PROP-10766,2025-10-25,Hyderabad,Manikonda,Independent House,3,2000.0,1463.9,15,1,1,3,1,Furnished,North,Yes,1.72,14.03,5,51.0,8.9,9040,Broker,Yes,83500,163.36
PROP-10767,2025-12-12,Chennai,Velachery,Apartment,4,2387.2,1859.6,5,Ground,21,3,2,Unfurnished,West,Yes,5.02,9.46,8,51.1,4.8,8320,Broker,Yes,54800,164.72
PROP-10768,2026-01-14,Hyderabad,Gachibowli,Independent House,4,1412.1,1044.0,14,4,4,3,1,Unfurnished,West,No,6.2,5.91,12,21.2,4.7,6450,Builder,Yes,35300,117.48
PROP-10769,2025-10-31,Bengaluru,Marathahalli,Apartment,1,699.8,533.9,41,3,30,1,2,Semi-Furnished,South-East,No,0.2,14.82,3,,6.7,3800,Owner,Yes,32500,34.4
PROP-10770,2025-03-11,Bengaluru,Marathahalli,Apartment,2,861.6,611.0,12,25,34,2,2,Unfurnished,North-East,No,7.06,21.14,6,41.7,5.7,3690,Owner,Yes,30000,77.54
PROP-10771,2025-12-09,Chennai,Porur,Apartment,3,1828.7,1471.2,5,3,9,3,2,Furnished,North-East,Yes,8.83,6.95,12,,10,7010,Owner,Yes,39000,153.2
PROP-10772,2025-09-18,Bengaluru,Whitefield,Villa,5,2587.4,2040.7,12,1,1,5,1,Unfurnished,North,Yes,6.54,8.74,6,18.2,4.1,9700,Broker,Yes,79800,254.94
PROP-10773,2025-05-04,Delhi NCR,Ghaziabad,Villa,2,1162.9,821.6,0,1,2,2,1,Unfurnished,North,Yes,6.94,22.47,7,63.6,9.2,5730,Broker,Yes,38800,127.43
PROP-10774,2025-09-30,Chennai,Velachery,Apartment,3,1653.8,1158.5,8,1,15,2,2,Furnished,North,Yes,8.96,16.23,0,34.1,9.9,9070,Broker,Yes,29100,117.51
PROP-10775,2026-08-15,Bengaluru,Marathahalli,Independent House,1,424.3,323.0,4,Ground,1,1,1,Unfurnished,North,No,1.69,1.0,4,32.5,5.0,1460,Owner,Yes,12400,77.45
PROP-10776,2026-05-21,Hyderabad,Madhapur,Villa,3,1880.9,1360.8,0,1,1,3,1,Unfurnished,East,Yes,3.4,1.0,5,11.4,9.3,8620,Builder,Yes,41000,197.39
PROP-10777,2026-08-24,Delhi NCR,Noida,Independent House,2,917.0,,14,Ground,4,2,2,Semi-Furnished,West,Yes,3.81,17.25,2,29.1,6.6,4970,Owner,Yes,36900,90.57
PROP-10778,2025-09-01,Delhi NCR,Faridabad,Apartment,1,651.2,530.5,22,Ground,2,1,1,Semi-Furnished,North,Yes,4.58,15.86,0,33.8,8.9,3360,Broker,No,28600,66.75
PROP-10779,2025-02-04,Hyderabad,Manikonda,Apartment,1,688.9,511.7,26,2nd,14,1,1,Unfurnished,South,No,9.76,6.44,5,45.4,5.1,2870,Broker,No,17100,19.25
PROP-10780,2025-10-04,Pune,Hadapsar,Apartment,3,1736.1,1375.5,9,7,19,3,2,Semi-Furnished,South,Yes,2.32,7.22,11,38.6,6.7,4870,Builder,No,39100,95.93
PROP-10781,2025-04-06,Delhi NCR,Gurugram,Apartment,2,916.6,767.5,5,Ground,9,1,1,Furnished,West,Yes,1.98,14.21,5,41.0,7.9,73205,Builder,Yes,25100,99.63
PROP-10782,2026-04-05,Delhi NCR,Gurugram,Apartment,2,949.9,722.2,8,4,26,2,2,Unfurnished,East,Yes,3.35,19.45,6,24.0,7.2,4910,Owner,No,30000,93.06
PROP-10783,2026-03-29,Hyderabad,Gachibowli,Apartment,2,1038.0,,0,1st,18,1,0,Semi-Furnished,East,Yes,3.72,18.57,11,43.0,6.3,4400,Builder,Yes,19900,64.67
PROP-10784,2026-01-27,HYDERABAD,Manikonda,Studio,1,559.5,418.2,8,Ground,1,1,1,Semi-Furnished,South-East,No,0.2,15.9,11,21.3,5.9,2630,Owner,Yes,16700,61.61
PROP-10785,2025-06-25,Hyderabad,Kondapur,Independent House,3,857.7,649.6,0,Ground,1,3,1,Semi-Furnished,East,No,3.73,27.83,5,23.6,3.0,2790,Owner,Yes,30600,85.33
PROP-10786,2025-07-07,Chennai,Velachery,Apartment,2,1233.0,1002.6,8,5,11,2,2,Furnished,South-East,No,8.57,13.27,9,35.5,3.7,3210,Broker,Yes,24300,97.85
PROP-10787,2026-03-31,Chennai,Anna Nagar,Apartment,4,2125.0,1602.3,14,5,17,3,0,Furnished,South,Yes,4.4,19.2,9,43.1,7.5,4350,Owner,Yes,45100,146.02
PROP-10788,2026-08-30,Delhi NCR,Dwarka,Independent House,1,651.4,511.0,4,Ground,3,1,2,Semi-Furnished,North,No,5.7,17.75,5,47.7,5.9,1710,Builder,Yes,14800,53.72
PROP-10789,2025-06-27,Delhi NCR,Gurugram,Apartment,1,522.0,416.9,7,12,18,1,2,Semi-Furnished,North,Yes,3.2,14.95,4,45.9,9.6,2760,Builder,Yes,13700,50.98
PROP-10790,2026-01-06,Bengaluru,Electronic City,Independent House,3,1689.7,1211.5,13,1st,1,2,3,Unfurnished,South,Yes,3.18,9.19,4,50.3,9.7,6100,Owner,Yes,54500,175.73
PROP-10791,2026-07-28, Bengaluru,Whitefield,Apartment,3,1644.6,1171.6,0,13,18,2,1,Furnished,North,Yes,0.2,22.39,7,26.9,5.4,4280,Owner,Yes,42800,137.91
PROP-10792,2025-07-22,Hyderabad,Kukatpally,Apartment,2,1353.7,,6,14,17,3,2,Unfurnished,East,No,6.68,14.46,3,26.8,3.3,4690,Owner,Yes,39600,114.04
PROP-10793,2026-05-16,Chennai,Porur,Apartment,1,801.8,578.0,6,15,21,1,1,Semi-Furnished,East,Yes,5.65,4.15,12,69.3,7.9,2940,Builder,Yes,14800,56.5
PROP-10794,2025-03-10,Bengaluru,Marathahalli,Apartment,4,1714.2,1246.5,10,4,6,4,2,Furnished,East,No,5.84,13.21,7,58.5,8.5,7960,Owner,No,80200,181.86
PROP-10795,2025-02-07,Bengaluru,Whitefield,Apartment,4,2188.8,1858.1,0,10,31,5,2,Unfurnished,North-East,Yes,,15.46,8,32.1,8.3,6190,Owner,No,48600,188.25
PROP-10796,2026-03-18,Bengaluru,Yelahanka,Apartment,1,742.2,569.2,4,7,31,2,2,Unfurnished,South,Yes,5.64,19.56,9,30.2,5.0,3080,Broker,Yes,29400,58.39
PROP-10797,2025-05-23,Bengaluru,HSR Layout,Apartment,4,2627.6,1883.9,12,5,20,5,2,,North-East,No,5.53,13.38,5,48.9,3.0,13060,Broker,Yes,98300,207.75
PROP-10798,2026-06-06,Pune,Hadapsar,Apartment,3,1458.8,1012.4,,12,27,3,1,Unfurnished,North,Yes,1.03,21.92,10,73.6,7.5,3900,Broker,Yes,48900,102.02
PROP-10799,2025-08-29,Hyderabad,Manikonda,Independent House,4,1692.2,1278.2,10,Ground,2,4,0,Semi-Furnished,North,Yes,6.04,8.1,4,52.1,9.5,4320,Builder,Yes,52200,174.29
PROP-10800,2025-10-12,Delhi NCR,Dwarka,Villa,4,2553.8,2054.9,,3rd,4,4,1,Unfurnished,East,No,6.83,13.09,4,42.4,8.2,13680,Builder,Yes,86700,231.31
PROP-10801,2025-09-16,Hyderabad,Gachibowli,Villa,4,1945.3,1349.2,0,1,1,3,1,Semi-Furnished,South-East,Yes,5.09,16.89,10,10.5,6.5,9060,Broker,Yes,65400,170.22
PROP-10802,2026-03-01,Hyderabad,Manikonda,Apartment,1,558.8,474.5,44,6,10,1,0,Furnished,South,Yes,3.19,12.28,10,39.1,10,1250,Builder,Yes,12300,18
PROP-10803,2025-05-16,Pune,Wakad,Independent House,4,1758.2,1404.6,29,1,3,4,1,Unfurnished,West,Yes,0.89,17.86,1,35.6,3.1,5880,Builder,Yes,44900,118.43
PROP-10804,2025-05-27,Hyderabad,Manikonda,Apartment,1,662.9,541.2,17,8,17,1,1,Furnished,West,Yes,11.46,15.66,8,,5.5,3410,Builder,Yes,23800,25.2
PROP-10805,2026-01-20,Pune,Wakad,Apartment,3,983.6,696.5,0,7,24,2,1,Furnished,North-East,Yes,8.14,1.0,0,42.0,9.1,4590,Builder,No,22700,117.07
PROP-10806,2026-05-26,Bengaluru,HSR Layout,Apartment,3,1062.6,803.9,6,25,29,3,2,Unfurnished,North,No,4.79,22.7,4,20.6,8.0,4160,Builder,Yes,39700,91.95
PROP-10807,2025-07-10,Bengaluru,Marathahalli,Apartment,5,3379.4,2321.4,8,19,30,6,3,Semi-Furnished,North-East,Yes,2.82,17.83,7,72.8,6.4,14640,Builder,Yes,162800,270.15
PROP-10808,2026-07-21,Bengaluru,Yelahanka,Apartment,2,1124.2,845.0,28,5,27,2,2,Semi-Furnished,North-East,No,3.12,23.2,2,34.5,2.9,5360,Broker,Yes,34100,65.69
PROP-10809,2025-01-11,Delhi NCR,Faridabad,Apartment,3,,871.6,9,1st,1,3,1,Unfurnished,East,No,5.37,10.6,3,20.9,3.7,6320,Owner,Yes,27500,110.15
PROP-10810,2026-07-08,Hyderabad,Kukatpally,Independent House,2,955.6,755.9,9,Ground,2,2,2,Semi-Furnished,South,Yes,3.57,21.89,9,44.0,6.1,4040,Owner,Yes,30800,91.71
PROP-10811,2026-08-06,Bengaluru,Marathahalli,Apartment,3,1335.4,979.4,44,Ground,10,4,1,Unfurnished,South,Yes,50.79,4.38,6,19.7,4.9,5580,Builder,No,43500,75.82
